,date,ML,Low,High
Hungary,2020-04-09,1.56,1.2,1.94
Hungary,2020-04-10,1.57,1.23,1.92
Hungary,2020-04-11,1.47,1.16,1.81
Hungary,2020-04-12,1.32,1.01,1.6300000000000001
Hungary,2020-04-13,1.19,0.9,1.51
Hungary,2020-04-14,0.99,0.7000000000000001,1.31
Hungary,2020-04-15,0.85,0.54,1.16
Iceland,2020-02-28,2.0,0.34,6.43
Iceland,2020-02-29,1.8800000000000001,0.38,5.01
Iceland,2020-03-01,2.65,0.68,5.5600000000000005
Iceland,2020-03-02,2.81,0.93,4.98
Iceland,2020-03-03,2.43,0.87,4.11
Iceland,2020-03-04,2.35,1.0,3.8000000000000003
Iceland,2020-03-05,2.02,0.84,3.23
Iceland,2020-03-06,1.79,0.5,2.97
Iceland,2020-03-07,1.57,0.4,2.68
Iceland,2020-03-08,1.34,0.26,2.39
Iceland,2020-03-09,1.31,0.27,2.33
Iceland,2020-03-10,1.43,0.41000000000000003,2.42
Iceland,2020-03-11,1.51,0.54,2.45
Iceland,2020-03-12,1.61,0.71,2.49
Iceland,2020-03-13,1.57,0.74,2.4
Iceland,2020-03-14,1.58,0.78,2.32
Iceland,2020-03-15,1.54,0.8,2.24
Iceland,2020-03-16,1.56,0.9,2.25
Iceland,2020-03-17,1.6500000000000001,1.02,2.2600000000000002
Iceland,2020-03-18,1.68,1.12,2.2600000000000002
Iceland,2020-03-19,1.76,1.25,2.29
Iceland,2020-03-20,1.71,1.24,2.19
Iceland,2020-03-21,1.6,1.17,2.05
Iceland,2020-03-22,1.52,1.1300000000000001,1.96
Iceland,2020-03-23,1.3900000000000001,1.0,1.79
Iceland,2020-03-24,1.28,0.9,1.6600000000000001
Iceland,2020-03-25,1.21,0.84,1.58
Iceland,2020-03-26,1.1,0.74,1.47
Iceland,2020-03-27,1.07,0.7000000000000001,1.42
Iceland,2020-03-28,1.03,0.68,1.4000000000000001
Iceland,2020-03-29,1.0,0.64,1.36
Iceland,2020-03-30,1.03,0.68,1.4000000000000001
Iceland,2020-03-31,1.02,0.68,1.4000000000000001
Iceland,2020-04-01,1.0,0.65,1.37
Iceland,2020-04-02,0.98,0.63,1.35
Iceland,2020-04-03,0.96,0.6,1.32
Iceland,2020-04-04,0.9500000000000001,0.6,1.33
Iceland,2020-04-05,0.92,0.56,1.29
Iceland,2020-04-06,0.84,0.48,1.23
Iceland,2020-04-07,0.78,0.4,1.17
Iceland,2020-04-08,0.67,0.28,1.08
Iceland,2020-04-09,0.5700000000000001,0.16,0.99
Iceland,2020-04-10,0.43,0.04,0.85
Iceland,2020-04-11,0.36,0.0,0.78
Iceland,2020-04-12,0.27,0.0,0.76
Iceland,2020-04-13,0.22,0.0,0.78
Iceland,2020-04-14,0.15,0.0,0.79
Iceland,2020-04-15,0.16,0.0,0.87
Ireland,2020-03-01,2.0,0.34,6.43
Ireland,2020-03-02,1.8800000000000001,0.38,5.01
Ireland,2020-03-03,2.17,0.51,4.99
Ireland,2020-03-04,2.2800000000000002,0.61,4.59
Ireland,2020-03-05,2.0,0.56,3.9
Ireland,2020-03-06,1.84,0.55,3.5300000000000002
Ireland,2020-03-07,1.8900000000000001,0.63,3.45
Ireland,2020-03-08,1.85,0.23,3.34
Ireland,2020-03-09,1.7,0.21,3.0700000000000003
Ireland,2020-03-10,1.86,0.42,3.15
Ireland,2020-03-11,2.21,0.97,3.4
Ireland,2020-03-12,2.22,1.16,3.25
Ireland,2020-03-13,2.15,1.24,3.0500000000000003
Ireland,2020-03-14,2.06,1.25,2.83
Ireland,2020-03-15,2.0,1.3,2.7
Ireland,2020-03-16,2.33,1.72,2.9
Ireland,2020-03-17,2.35,1.85,2.85
Ireland,2020-03-18,2.25,1.83,2.69
Ireland,2020-03-19,2.11,1.74,2.49
Ireland,2020-03-20,1.94,1.61,2.27
Ireland,2020-03-21,1.8,1.5,2.1
Ireland,2020-03-22,1.7,1.43,1.98
Ireland,2020-03-23,1.56,1.31,1.82
Ireland,2020-03-24,1.51,1.27,1.75
Ireland,2020-03-25,1.46,1.24,1.7
Ireland,2020-03-26,1.4000000000000001,1.18,1.61
Ireland,2020-03-27,1.35,1.1500000000000001,1.57
Ireland,2020-03-28,1.31,1.12,1.52
Ireland,2020-03-29,1.26,1.07,1.46
Ireland,2020-03-30,1.23,1.05,1.43
Ireland,2020-03-31,1.19,1.02,1.3900000000000001
Ireland,2020-04-01,1.17,0.99,1.35
Ireland,2020-04-02,1.18,1.01,1.36
Ireland,2020-04-03,1.19,1.01,1.35
Ireland,2020-04-04,1.18,1.01,1.35
Ireland,2020-04-05,1.18,1.02,1.35
Ireland,2020-04-06,1.16,1.0,1.32
Ireland,2020-04-07,1.26,1.11,1.42
Ireland,2020-04-08,1.3800000000000001,1.23,1.53
Ireland,2020-04-09,1.47,1.33,1.61
Ireland,2020-04-10,1.54,1.4000000000000001,1.6600000000000001
Ireland,2020-04-11,1.53,1.41,1.6600000000000001
Ireland,2020-04-12,1.49,1.3800000000000001,1.61
Ireland,2020-04-13,1.44,1.34,1.56
Ireland,2020-04-14,1.33,1.22,1.43
Ireland,2020-04-15,1.25,1.1500000000000001,1.36
Italy,2020-02-18,2.0,0.34,6.43
Italy,2020-02-19,4.88,1.59,8.39
Italy,2020-02-20,5.28,3.4,7.03
Italy,2020-02-21,4.21,3.06,5.3100000000000005
Italy,2020-02-22,3.49,2.7,4.3100000000000005
Italy,2020-02-23,3.0300000000000002,2.41,3.64
Italy,2020-02-24,2.73,2.25,3.24
Italy,2020-02-25,2.5100000000000002,2.1,2.92
Italy,2020-02-26,2.31,1.97,2.67
Italy,2020-02-27,2.25,1.96,2.56
Italy,2020-02-28,2.13,1.8800000000000001,2.4
Italy,2020-02-29,2.0300000000000002,1.8,2.2600000000000002
Italy,2020-03-01,1.93,1.73,2.14
Italy,2020-03-02,1.85,1.68,2.05
Italy,2020-03-03,1.79,1.62,1.95
Italy,2020-03-04,1.78,1.62,1.92
Italy,2020-03-05,1.76,1.6300000000000001,1.9100000000000001
Italy,2020-03-06,1.79,1.6600000000000001,1.9100000000000001
Italy,2020-03-07,1.74,1.6300000000000001,1.86
Italy,2020-03-08,1.72,1.62,1.83
Italy,2020-03-09,1.59,1.49,1.68
Italy,2020-03-10,1.61,1.52,1.7
Italy,2020-03-11,1.62,1.53,1.7
Italy,2020-03-12,1.6500000000000001,1.57,1.73
Italy,2020-03-13,1.6400000000000001,1.56,1.7
Italy,2020-03-14,1.62,1.55,1.68
Italy,2020-03-15,1.54,1.48,1.61
Italy,2020-03-16,1.53,1.47,1.59
Italy,2020-03-17,1.46,1.4000000000000001,1.51
Italy,2020-03-18,1.44,1.3900000000000001,1.49
Italy,2020-03-19,1.41,1.36,1.46
Italy,2020-03-20,1.36,1.31,1.41
Italy,2020-03-21,1.31,1.26,1.35
Italy,2020-03-22,1.25,1.21,1.3
Italy,2020-03-23,1.19,1.1500000000000001,1.24
Italy,2020-03-24,1.16,1.11,1.2
Italy,2020-03-25,1.11,1.06,1.1400000000000001
Italy,2020-03-26,1.06,1.02,1.1
Italy,2020-03-27,1.02,0.98,1.07
Italy,2020-03-28,0.98,0.9400000000000001,1.03
Italy,2020-03-29,0.9500000000000001,0.91,1.0
Italy,2020-03-30,0.93,0.88,0.97
Italy,2020-03-31,0.91,0.86,0.9500000000000001
Italy,2020-04-01,0.89,0.85,0.9400000000000001
Italy,2020-04-02,0.88,0.8300000000000001,0.92
Italy,2020-04-03,0.87,0.8200000000000001,0.91
Italy,2020-04-04,0.87,0.8300000000000001,0.92
Italy,2020-04-05,0.88,0.8300000000000001,0.92
Italy,2020-04-06,0.89,0.84,0.93
Italy,2020-04-07,0.9,0.85,0.9500000000000001
Italy,2020-04-08,0.91,0.86,0.96
Italy,2020-04-09,0.92,0.87,0.97
Italy,2020-04-10,0.93,0.88,0.98
Italy,2020-04-11,0.9500000000000001,0.89,0.99
Italy,2020-04-12,0.9500000000000001,0.9,1.0
Italy,2020-04-13,0.9400000000000001,0.89,0.99
Italy,2020-04-14,0.92,0.87,0.97
Italy,2020-04-15,0.88,0.8200000000000001,0.92
Latvia,2020-03-07,2.0,0.34,6.43
Latvia,2020-03-08,1.8800000000000001,0.38,5.01
Latvia,2020-03-09,2.17,0.51,4.99
Latvia,2020-03-10,1.96,0.5,4.24
Latvia,2020-03-11,2.08,0.58,4.09
Latvia,2020-03-12,2.09,0.67,3.87
Latvia,2020-03-13,1.8900000000000001,0.63,3.45
Latvia,2020-03-14,2.0300000000000002,0.39,3.56
Latvia,2020-03-15,2.11,0.61,3.48
Latvia,2020-03-16,1.97,0.65,3.21
Latvia,2020-03-17,2.04,0.88,3.15
Latvia,2020-03-18,1.8900000000000001,0.85,2.88
Latvia,2020-03-19,1.78,0.84,2.68
Latvia,2020-03-20,1.79,0.9500000000000001,2.62
Latvia,2020-03-21,1.62,0.8200000000000001,2.36
Latvia,2020-03-22,1.51,0.78,2.23
Latvia,2020-03-23,1.42,0.74,2.12
Latvia,2020-03-24,1.32,0.66,1.98
Latvia,2020-03-25,1.3,0.65,1.92
Latvia,2020-03-26,1.28,0.66,1.8900000000000001
Latvia,2020-03-27,1.21,0.62,1.82
Latvia,2020-03-28,1.2,0.63,1.8
Latvia,2020-03-29,1.21,0.65,1.79
Latvia,2020-03-30,1.16,0.59,1.7
Latvia,2020-03-31,1.1400000000000001,0.6,1.7
Latvia,2020-04-01,1.06,0.52,1.61
Latvia,2020-04-02,0.98,0.44,1.53
Latvia,2020-04-03,0.92,0.38,1.48
Latvia,2020-04-04,0.8200000000000001,0.26,1.37
Latvia,2020-04-05,0.7000000000000001,0.15,1.27
Latvia,2020-04-06,0.68,0.11,1.25
Latvia,2020-04-07,0.63,0.05,1.19
Latvia,2020-04-08,0.67,0.06,1.26
Latvia,2020-04-09,0.74,0.11,1.3800000000000001
Latvia,2020-04-10,0.78,0.13,1.45
Latvia,2020-04-11,0.87,0.18,1.55
Latvia,2020-04-12,0.8300000000000001,0.15,1.53
Latvia,2020-04-13,0.79,0.11,1.49
Latvia,2020-04-14,0.74,0.07,1.44
Latvia,2020-04-15,0.59,0.0,1.27
Lithuania,2020-03-10,2.0,0.34,6.43
Lithuania,2020-03-11,1.8800000000000001,0.38,5.01
Lithuania,2020-03-12,1.8,0.38,4.45
Lithuania,2020-03-13,2.05,0.5,4.54
Lithuania,2020-03-14,2.17,0.61,4.33
Lithuania,2020-03-15,2.16,0.68,4.01
Lithuania,2020-03-16,2.1,0.72,3.69
Lithuania,2020-03-17,2.0300000000000002,0.39,3.56
Lithuania,2020-03-18,2.24,0.76,3.61
Lithuania,2020-03-19,2.5300000000000002,1.32,3.7
Lithuania,2020-03-20,2.5,1.5,3.47
Lithuania,2020-03-21,2.36,1.52,3.18
Lithuania,2020-03-22,2.25,1.54,2.96
Lithuania,2020-03-23,2.0300000000000002,1.4000000000000001,2.65
Lithuania,2020-03-24,1.84,1.28,2.41
Lithuania,2020-03-25,1.6600000000000001,1.1500000000000001,2.19
Lithuania,2020-03-26,1.49,1.01,1.99
Lithuania,2020-03-27,1.35,0.88,1.81
Lithuania,2020-03-28,1.24,0.8,1.71
Lithuania,2020-03-29,1.12,0.67,1.56
Lithuania,2020-03-30,1.08,0.62,1.5
Lithuania,2020-03-31,1.06,0.63,1.51
Lithuania,2020-04-01,1.09,0.66,1.53
Lithuania,2020-04-02,1.1,0.68,1.54
Lithuania,2020-04-03,1.09,0.68,1.53
Lithuania,2020-04-04,1.06,0.64,1.48
Lithuania,2020-04-05,1.01,0.59,1.43
Lithuania,2020-04-06,0.9400000000000001,0.53,1.3800000000000001
Lithuania,2020-04-07,0.89,0.47000000000000003,1.33
Lithuania,2020-04-08,0.8300000000000001,0.4,1.28
Lithuania,2020-04-09,0.78,0.34,1.24
Lithuania,2020-04-10,0.73,0.28,1.21
Lithuania,2020-04-11,0.67,0.18,1.1300000000000001
Lithuania,2020-04-12,0.64,0.14,1.12
Lithuania,2020-04-13,0.6,0.11,1.12
Lithuania,2020-04-14,0.55,0.04,1.05
Lithuania,2020-04-15,0.52,0.02,1.04
Luxembourg,2020-03-07,2.0,0.34,6.43
Luxembourg,2020-03-08,1.8800000000000001,0.38,5.01
Luxembourg,2020-03-09,2.17,0.51,4.99
Luxembourg,2020-03-10,2.64,0.79,4.99
Luxembourg,2020-03-11,2.63,0.97,4.49
Luxembourg,2020-03-12,2.63,1.18,4.14
Luxembourg,2020-03-13,2.37,1.17,3.64
Luxembourg,2020-03-14,2.54,1.4000000000000001,3.63
Luxembourg,2020-03-15,2.5100000000000002,1.55,3.39
Luxembourg,2020-03-16,2.6,1.85,3.36
Luxembourg,2020-03-17,2.63,2.02,3.25
Luxembourg,2020-03-18,2.59,2.09,3.1
Luxembourg,2020-03-19,2.41,2.0,2.85
Luxembourg,2020-03-20,2.16,1.8,2.5300000000000002
Luxembourg,2020-03-21,1.95,1.62,2.27
Luxembourg,2020-03-22,1.79,1.5,2.09
Luxembourg,2020-03-23,1.62,1.36,1.9100000000000001
Luxembourg,2020-03-24,1.47,1.22,1.74
Luxembourg,2020-03-25,1.35,1.09,1.58
Luxembourg,2020-03-26,1.23,0.99,1.47
Luxembourg,2020-03-27,1.1300000000000001,0.89,1.36
Luxembourg,2020-03-28,1.04,0.8,1.27
Luxembourg,2020-03-29,0.9500000000000001,0.71,1.18
Luxembourg,2020-03-30,0.93,0.7000000000000001,1.18
Luxembourg,2020-03-31,0.9,0.66,1.1400000000000001
Luxembourg,2020-04-01,0.87,0.63,1.12
Luxembourg,2020-04-02,0.85,0.61,1.11
Luxembourg,2020-04-03,0.85,0.6,1.11
Luxembourg,2020-04-04,0.8200000000000001,0.56,1.08
Luxembourg,2020-04-05,0.8,0.53,1.06
Luxembourg,2020-04-06,0.75,0.48,1.03
Luxembourg,2020-04-07,0.73,0.45,1.02
Luxembourg,2020-04-08,0.7000000000000001,0.4,0.99
Luxembourg,2020-04-09,0.66,0.36,0.98
Luxembourg,2020-04-10,0.62,0.31,0.96
Luxembourg,2020-04-11,0.58,0.25,0.93
Luxembourg,2020-04-12,0.5700000000000001,0.22,0.9400000000000001
Luxembourg,2020-04-13,0.54,0.16,0.91
Luxembourg,2020-04-14,0.45,0.08,0.85
Luxembourg,2020-04-15,0.44,0.06,0.86
Malta,2020-03-06,2.0,0.34,6.43
Malta,2020-03-07,1.8800000000000001,0.38,5.01
Malta,2020-03-08,1.8,0.38,4.45
Malta,2020-03-09,1.74,0.4,4.13
Malta,2020-03-10,1.69,0.37,3.85
Malta,2020-03-11,1.8900000000000001,0.47000000000000003,3.98
Malta,2020-03-12,2.0,0.56,3.9
Malta,2020-03-13,2.05,0.12,3.81
Malta,2020-03-14,2.07,0.27,3.73
Malta,2020-03-15,1.85,0.23,3.34
Malta,2020-03-16,1.85,0.33,3.24
Malta,2020-03-17,1.83,0.44,3.13
Malta,2020-03-18,1.69,0.43,2.91
Malta,2020-03-19,1.59,0.42,2.73
Malta,2020-03-20,1.59,0.48,2.65
Malta,2020-03-21,1.51,0.48,2.52
Malta,2020-03-22,1.52,0.52,2.44
Malta,2020-03-23,1.35,0.42,2.25
Malta,2020-03-24,1.22,0.32,2.08
Malta,2020-03-25,1.1,0.24,1.95
Malta,2020-03-26,1.0,0.17,1.84
Malta,2020-03-27,0.79,0.04,1.58
Malta,2020-03-28,0.72,0.0,1.5
Malta,2020-03-29,0.64,0.0,1.47
Malta,2020-03-30,0.8,0.0,1.6300000000000001
Malta,2020-03-31,0.93,0.06,1.82
Malta,2020-04-01,1.0,0.08,1.8900000000000001
Malta,2020-04-02,1.1300000000000001,0.18,2.06
Malta,2020-04-03,1.25,0.31,2.2
Malta,2020-04-04,1.41,0.49,2.33
Malta,2020-04-05,1.47,0.5700000000000001,2.31
Malta,2020-04-06,1.55,0.72,2.35
Malta,2020-04-07,1.56,0.79,2.31
Malta,2020-04-08,1.49,0.77,2.2
Malta,2020-04-09,1.3800000000000001,0.7000000000000001,2.07
Malta,2020-04-10,1.26,0.6,1.92
Malta,2020-04-11,1.03,0.38,1.69
Malta,2020-04-12,0.92,0.27,1.58
Malta,2020-04-13,0.67,0.07,1.31
Malta,2020-04-14,0.47000000000000003,0.0,1.1
Malta,2020-04-15,0.35000000000000003,0.0,1.06
Moldova,2020-03-09,2.0,0.34,6.43
Moldova,2020-03-10,1.8800000000000001,0.38,5.01
Moldova,2020-03-11,1.8,0.38,4.45
Moldova,2020-03-12,2.05,0.5,4.54
Moldova,2020-03-13,2.17,0.61,4.33
Moldova,2020-03-14,2.16,0.68,4.01
Moldova,2020-03-15,2.1,0.72,3.69
Moldova,2020-03-16,2.0300000000000002,0.39,3.56
Moldova,2020-03-17,1.96,0.48,3.36
Moldova,2020-03-18,2.0100000000000002,0.68,3.2800000000000002
Moldova,2020-03-19,1.8900000000000001,0.68,3.0100000000000002
Moldova,2020-03-20,1.8,0.73,2.85
Moldova,2020-03-21,1.73,0.76,2.7
Moldova,2020-03-22,1.62,0.7000000000000001,2.49
Moldova,2020-03-23,1.53,0.7000000000000001,2.38
Moldova,2020-03-24,1.51,0.7000000000000001,2.27
Moldova,2020-03-25,1.49,0.74,2.22
Moldova,2020-03-26,1.44,0.72,2.12
Moldova,2020-03-27,1.42,0.75,2.08
Moldova,2020-03-28,1.43,0.8,2.06
Moldova,2020-03-29,1.51,0.9,2.08
Moldova,2020-03-30,1.59,1.04,2.14
Moldova,2020-03-31,1.6500000000000001,1.1500000000000001,2.17
Moldova,2020-04-01,1.74,1.29,2.22
Moldova,2020-04-02,1.77,1.36,2.2
Moldova,2020-04-03,1.75,1.3800000000000001,2.15
Moldova,2020-04-04,1.67,1.33,2.04
Moldova,2020-04-05,1.55,1.23,1.8900000000000001
Moldova,2020-04-06,1.43,1.12,1.74
Moldova,2020-04-07,1.35,1.06,1.6600000000000001
Moldova,2020-04-08,1.24,0.9500000000000001,1.53
Moldova,2020-04-09,1.17,0.89,1.46
Moldova,2020-04-10,1.08,0.8,1.36
Moldova,2020-04-11,1.06,0.79,1.35
Moldova,2020-04-12,1.04,0.78,1.34
Moldova,2020-04-13,1.06,0.79,1.34
Moldova,2020-04-14,1.07,0.8,1.35
Moldova,2020-04-15,1.09,0.8200000000000001,1.36
Montenegro,2020-03-17,2.0,0.34,6.43
Montenegro,2020-03-18,2.35,0.48,5.72
Montenegro,2020-03-19,2.43,0.64,4.98
Montenegro,2020-03-20,2.35,0.72,4.39
Montenegro,2020-03-21,2.43,0.87,4.11
Montenegro,2020-03-22,2.21,0.89,3.66
Montenegro,2020-03-23,2.16,0.96,3.41
Montenegro,2020-03-24,1.99,0.75,3.2
Montenegro,2020-03-25,1.79,0.64,2.85
Montenegro,2020-03-26,1.52,0.49,2.5500000000000003
Montenegro,2020-03-27,1.34,0.36,2.31
Montenegro,2020-03-28,1.1300000000000001,0.2,2.05
Montenegro,2020-03-29,1.06,0.14,1.94
Montenegro,2020-03-30,1.0,0.1,1.86
Montenegro,2020-03-31,1.18,0.25,2.08
Montenegro,2020-04-01,1.34,0.43,2.24
Montenegro,2020-04-02,1.51,0.65,2.37
Montenegro,2020-04-03,1.58,0.77,2.37
Montenegro,2020-04-04,1.5,0.74,2.24
Montenegro,2020-04-05,1.3800000000000001,0.66,2.09
Montenegro,2020-04-06,1.19,0.48,1.87
Montenegro,2020-04-07,0.9400000000000001,0.26,1.6400000000000001
Montenegro,2020-04-08,0.7000000000000001,0.04,1.33
Montenegro,2020-04-09,0.52,0.0,1.18
Montenegro,2020-04-10,0.32,0.0,1.08
Montenegro,2020-04-11,0.24,0.0,1.1
Montenegro,2020-04-12,0.2,0.0,1.16
Montenegro,2020-04-13,0.34,0.0,1.34
Montenegro,2020-04-14,0.58,0.0,1.57
Montenegro,2020-04-15,0.8200000000000001,0.0,1.8
Netherlands,2020-02-26,2.0,0.34,6.43
Netherlands,2020-02-27,1.8800000000000001,0.38,5.01
Netherlands,2020-02-28,2.17,0.51,4.99
Netherlands,2020-02-29,2.2800000000000002,0.61,4.59
Netherlands,2020-03-01,2.5,0.8300000000000001,4.43
Netherlands,2020-03-02,2.81,1.25,4.38
Netherlands,2020-03-03,2.9,1.6400000000000001,4.17
Netherlands,2020-03-04,2.98,1.92,3.97
Netherlands,2020-03-05,2.86,2.06,3.69
Netherlands,2020-03-06,2.54,1.86,3.2
Netherlands,2020-03-07,2.2800000000000002,1.7,2.84
Netherlands,2020-03-08,2.08,1.59,2.59
Netherlands,2020-03-09,1.81,1.36,2.2600000000000002
Netherlands,2020-03-10,1.79,1.3900000000000001,2.21
Netherlands,2020-03-11,1.75,1.3900000000000001,2.14
Netherlands,2020-03-12,1.73,1.4000000000000001,2.08
Netherlands,2020-03-13,1.76,1.45,2.07
Netherlands,2020-03-14,1.76,1.47,2.0300000000000002
Netherlands,2020-03-15,1.74,1.48,1.99
Netherlands,2020-03-16,1.77,1.54,2.0100000000000002
Netherlands,2020-03-17,1.72,1.51,1.94
Netherlands,2020-03-18,1.72,1.53,1.92
Netherlands,2020-03-19,1.7,1.52,1.8800000000000001
Netherlands,2020-03-20,1.6400000000000001,1.47,1.8
Netherlands,2020-03-21,1.59,1.44,1.75
Netherlands,2020-03-22,1.55,1.41,1.7
Netherlands,2020-03-23,1.52,1.3900000000000001,1.6600000000000001
Netherlands,2020-03-24,1.51,1.3800000000000001,1.6300000000000001
Netherlands,2020-03-25,1.49,1.37,1.61
Netherlands,2020-03-26,1.46,1.35,1.58
Netherlands,2020-03-27,1.42,1.31,1.52
Netherlands,2020-03-28,1.35,1.25,1.46
Netherlands,2020-03-29,1.27,1.17,1.37
Netherlands,2020-03-30,1.19,1.1,1.3
Netherlands,2020-03-31,1.12,1.03,1.22
Netherlands,2020-04-01,1.06,0.96,1.1500000000000001
Netherlands,2020-04-02,1.01,0.92,1.11
Netherlands,2020-04-03,0.99,0.89,1.08
Netherlands,2020-04-04,0.98,0.88,1.07
Netherlands,2020-04-05,0.98,0.88,1.07
Netherlands,2020-04-06,0.99,0.89,1.08
Netherlands,2020-04-07,1.01,0.92,1.11
Netherlands,2020-04-08,1.05,0.96,1.1500000000000001
Netherlands,2020-04-09,1.07,0.98,1.17
Netherlands,2020-04-10,1.08,0.99,1.18
Netherlands,2020-04-11,1.08,0.99,1.17
Netherlands,2020-04-12,1.06,0.96,1.1400000000000001
Netherlands,2020-04-13,1.02,0.93,1.11
Netherlands,2020-04-14,0.96,0.87,1.05
Netherlands,2020-04-15,0.9,0.81,1.0
Norway,2020-02-25,2.0,0.34,6.43
Norway,2020-02-26,2.35,0.48,5.72
Norway,2020-02-27,2.43,0.64,4.98
Norway,2020-02-28,2.35,0.72,4.39
Norway,2020-02-29,2.23,0.75,3.92
Norway,2020-03-01,2.2600000000000002,0.87,3.7
Norway,2020-03-02,2.3000000000000003,1.06,3.56
Norway,2020-03-03,2.36,1.16,3.5100000000000002
Norway,2020-03-04,2.2800000000000002,1.26,3.2600000000000002
Norway,2020-03-05,2.17,1.29,3.02
Norway,2020-03-06,1.98,1.21,2.74
Norway,2020-03-07,2.17,1.5,2.82
Norway,2020-03-08,2.35,1.8,2.92
Norway,2020-03-09,2.34,1.8800000000000001,2.83
Norway,2020-03-10,2.35,1.96,2.7600000000000002
Norway,2020-03-11,2.17,1.82,2.5100000000000002
Norway,2020-03-12,1.96,1.6500000000000001,2.2600000000000002
Norway,2020-03-13,1.76,1.49,2.05
Norway,2020-03-14,1.52,1.26,1.78
Norway,2020-03-15,1.31,1.05,1.55
Norway,2020-03-16,1.17,0.92,1.41
Norway,2020-03-17,1.0,0.76,1.25
Norway,2020-03-18,0.96,0.72,1.22
Norway,2020-03-19,0.98,0.75,1.25
Norway,2020-03-20,1.07,0.8300000000000001,1.32
Norway,2020-03-21,1.2,0.97,1.45
Norway,2020-03-22,1.31,1.08,1.54
Norway,2020-03-23,1.34,1.12,1.56
Norway,2020-03-24,1.37,1.16,1.58
Norway,2020-03-25,1.34,1.1500000000000001,1.56
Norway,2020-03-26,1.3,1.1,1.49
Norway,2020-03-27,1.22,1.04,1.42
Norway,2020-03-28,1.1400000000000001,0.9500000000000001,1.32
Norway,2020-03-29,1.05,0.87,1.24
Norway,2020-03-30,1.0,0.81,1.18
Norway,2020-03-31,0.93,0.74,1.11
Norway,2020-04-01,0.9,0.71,1.09
Norway,2020-04-02,0.85,0.67,1.06
Norway,2020-04-03,0.8300000000000001,0.63,1.02
Norway,2020-04-04,0.8200000000000001,0.62,1.02
Norway,2020-04-05,0.8,0.6,1.01
Norway,2020-04-06,0.78,0.5700000000000001,0.99
Norway,2020-04-07,0.75,0.53,0.97
Norway,2020-04-08,0.68,0.46,0.92
Norway,2020-04-09,0.63,0.4,0.88
Norway,2020-04-10,0.58,0.33,0.8300000000000001
Norway,2020-04-11,0.54,0.27,0.8
Norway,2020-04-12,0.6,0.32,0.88
Norway,2020-04-13,0.63,0.35000000000000003,0.9400000000000001
Norway,2020-04-14,0.67,0.38,0.99
Norway,2020-04-15,0.75,0.44,1.07
Poland,2020-03-04,2.0,0.34,6.43
Poland,2020-03-05,1.8800000000000001,0.38,5.01
Poland,2020-03-06,2.17,0.51,4.99
Poland,2020-03-07,2.2800000000000002,0.61,4.59
Poland,2020-03-08,2.25,0.68,4.16
Poland,2020-03-09,2.35,0.85,3.98
Poland,2020-03-10,2.29,0.96,3.69
Poland,2020-03-11,2.57,1.22,3.81
Poland,2020-03-12,2.36,1.25,3.44
Poland,2020-03-13,2.3000000000000003,1.37,3.23
Poland,2020-03-14,2.23,1.43,3.02
Poland,2020-03-15,2.07,1.36,2.75
Poland,2020-03-16,1.99,1.3800000000000001,2.61
Poland,2020-03-17,1.9100000000000001,1.37,2.47
Poland,2020-03-18,1.82,1.33,2.32
Poland,2020-03-19,1.8,1.36,2.2600000000000002
Poland,2020-03-20,1.72,1.32,2.14
Poland,2020-03-21,1.67,1.3,2.06
Poland,2020-03-22,1.6500000000000001,1.31,2.0100000000000002
Poland,2020-03-23,1.59,1.28,1.93
Poland,2020-03-24,1.55,1.24,1.84
Poland,2020-03-25,1.52,1.25,1.82
Poland,2020-03-26,1.49,1.23,1.76
Poland,2020-03-27,1.45,1.2,1.7
Poland,2020-03-28,1.42,1.19,1.67
Poland,2020-03-29,1.37,1.1500000000000001,1.61
Poland,2020-03-30,1.36,1.1500000000000001,1.59
Poland,2020-03-31,1.37,1.17,1.59
Poland,2020-04-01,1.36,1.17,1.57
Poland,2020-04-02,1.37,1.18,1.56
Poland,2020-04-03,1.36,1.18,1.55
Poland,2020-04-04,1.33,1.1500000000000001,1.5
Poland,2020-04-05,1.3,1.1300000000000001,1.47
Poland,2020-04-06,1.24,1.08,1.41
Poland,2020-04-07,1.18,1.02,1.34
Poland,2020-04-08,1.1500000000000001,0.99,1.31
Poland,2020-04-09,1.07,0.92,1.23
Poland,2020-04-10,1.02,0.87,1.18
Poland,2020-04-11,0.97,0.81,1.12
Poland,2020-04-12,0.93,0.78,1.1
Poland,2020-04-13,0.91,0.75,1.07
Poland,2020-04-14,0.9,0.74,1.06
Poland,2020-04-15,0.88,0.72,1.05
Portugal,2020-03-01,2.0,0.34,6.43
Portugal,2020-03-02,1.8800000000000001,0.38,5.01
Portugal,2020-03-03,2.17,0.51,4.99
Portugal,2020-03-04,2.2800000000000002,0.61,4.59
Portugal,2020-03-05,2.25,0.68,4.16
Portugal,2020-03-06,2.16,0.75,3.8200000000000003
Portugal,2020-03-07,2.06,0.78,3.5100000000000002
Portugal,2020-03-08,1.96,0.48,3.36
Portugal,2020-03-09,1.8900000000000001,0.54,3.15
Portugal,2020-03-10,1.92,0.7000000000000001,3.06
Portugal,2020-03-11,2.17,1.12,3.17
Portugal,2020-03-12,2.37,1.49,3.22
Portugal,2020-03-13,2.44,1.7,3.14
