state,date,ML,Low_90,High_90,Low_50,High_50
SJ,2020-11-12,1.8,0.81,2.66,1.36,2.12
SJ,2020-11-13,1.16,0.22,1.98,0.7000000000000001,1.45
SJ,2020-11-14,0.56,0.0,1.36,0.13,0.77
SJ,2020-11-15,0.0,0.0,0.89,0.0,0.34
SJ,2020-11-16,0.0,0.0,0.97,0.0,0.37
SJ,2020-11-17,0.0,0.0,1.0,0.0,0.38
SJ,2020-11-18,0.0,0.0,1.09,0.0,0.42
SM,2020-11-04,0.0,0.0,10.81,0.0,6.01
SM,2020-11-05,8.71,6.22,10.86,7.62,9.56
SM,2020-11-06,6.5200000000000005,5.01,7.83,5.84,7.0
SM,2020-11-08,5.28,4.14,6.26,4.7700000000000005,5.64
SM,2020-11-09,3.99,3.04,4.83,3.54,4.28
SM,2020-11-10,2.88,2.0100000000000002,3.64,2.49,3.16
SM,2020-11-11,2.05,1.21,2.77,1.68,2.32
SM,2020-11-12,1.59,0.78,2.3000000000000003,1.2,1.83
SM,2020-11-13,0.96,0.2,1.6500000000000001,0.5700000000000001,1.19
SM,2020-11-14,0.8200000000000001,0.08,1.48,0.45,1.06
SM,2020-11-15,0.22,0.0,0.97,0.0,0.43
SM,2020-11-16,0.11,0.0,0.93,0.0,0.4
SM,2020-11-17,0.05,0.0,0.9400000000000001,0.0,0.39
SM,2020-11-18,0.0,0.0,0.9,0.0,0.35000000000000003
SV,2020-11-04,0.0,0.0,10.81,0.0,6.01
SV,2020-11-05,7.69,4.21,10.58,6.28,8.92
SV,2020-11-06,7.390000000000001,5.48,9.03,6.65,8.1
SV,2020-11-08,5.95,4.63,7.09,5.37,6.38
SV,2020-11-09,4.46,3.41,5.41,4.01,4.83
SV,2020-11-10,3.23,2.29,4.08,2.7800000000000002,3.52
SV,2020-11-11,2.48,1.57,3.25,2.07,2.7600000000000002
SV,2020-11-12,1.49,0.62,2.2600000000000002,1.07,1.75
SV,2020-11-13,0.81,0.05,1.51,0.41000000000000003,1.06
SV,2020-11-14,0.51,0.0,1.24,0.16,0.74
SV,2020-11-15,0.13,0.0,1.0,0.0,0.42
SV,2020-11-16,0.3,0.0,1.1500000000000001,0.0,0.52
SV,2020-11-17,0.38,0.0,1.24,0.02,0.59
SV,2020-11-18,0.19,0.0,1.1500000000000001,0.0,0.5
TL,2020-11-04,0.0,0.0,10.81,0.0,6.01
TL,2020-11-05,8.76,4.76,11.6,7.13,10.11
TL,2020-11-06,6.05,3.5,8.22,4.97,6.9
TL,2020-11-08,4.8500000000000005,3.0100000000000002,6.51,4.01,5.45
TL,2020-11-09,3.72,2.14,5.1000000000000005,2.99,4.21
TL,2020-11-10,3.1,1.68,4.36,2.48,3.58
TL,2020-11-11,2.64,1.32,3.81,2.1,3.12
TL,2020-11-12,2.24,1.03,3.38,1.68,2.65
TL,2020-11-13,2.96,1.84,3.99,2.41,3.3000000000000003
TL,2020-11-14,2.54,1.52,3.46,2.07,2.87
TL,2020-11-15,1.81,0.81,2.67,1.33,2.1
TL,2020-11-16,1.3,0.34,2.14,0.88,1.6300000000000001
TL,2020-11-17,0.7000000000000001,0.0,1.46,0.26,0.9400000000000001
TL,2020-11-18,0.07,0.0,1.04,0.0,0.43
TM,2020-11-04,0.0,0.0,10.81,0.0,6.01
TM,2020-11-05,7.41,5.92,8.69,6.73,7.87
TM,2020-11-06,5.8500000000000005,4.9,6.67,5.41,6.140000000000001
TM,2020-11-08,4.4,3.65,5.08,4.05,4.64
TM,2020-11-09,3.0500000000000003,2.37,3.65,2.72,3.25
TM,2020-11-10,2.37,1.74,2.93,2.08,2.57
TM,2020-11-11,1.84,1.22,2.36,1.55,2.02
TM,2020-11-12,1.24,0.66,1.78,0.99,1.45
TM,2020-11-13,1.08,0.49,1.61,0.8200000000000001,1.28
TM,2020-11-14,0.8200000000000001,0.23,1.34,0.58,1.04
TM,2020-11-15,0.24,0.0,0.77,0.0,0.36
TM,2020-11-16,0.21,0.0,0.78,0.0,0.35000000000000003
TM,2020-11-17,0.0,0.0,0.62,0.0,0.23
TM,2020-11-18,0.0,0.0,0.63,0.0,0.23
TR,2020-11-04,0.0,0.0,10.81,0.0,6.01
TR,2020-11-05,7.88,3.59,11.23,6.1000000000000005,9.38
TR,2020-11-06,7.26,4.79,9.35,6.18,8.05
TR,2020-11-08,5.9,4.24,7.36,5.18,6.46
TR,2020-11-09,4.65,3.35,5.83,4.07,5.09
TR,2020-11-10,3.47,2.29,4.48,2.94,3.84
TR,2020-11-11,2.74,1.6500000000000001,3.68,2.29,3.12
TR,2020-11-12,1.74,0.7000000000000001,2.66,1.26,2.07
TR,2020-11-13,1.05,0.08,1.8800000000000001,0.61,1.3900000000000001
TR,2020-11-14,0.56,0.0,1.43,0.14,0.81
TR,2020-11-15,0.06,0.0,1.11,0.0,0.46
TR,2020-11-16,0.13,0.0,1.19,0.0,0.5
TR,2020-11-17,0.2,0.0,1.29,0.0,0.55
TR,2020-11-18,0.15,0.0,1.31,0.0,0.55
VL,2020-11-04,0.0,0.0,10.81,0.0,6.01
VL,2020-11-05,6.28,3.22,8.88,5.03,7.34
VL,2020-11-06,5.34,3.46,6.96,4.6000000000000005,6.03
VL,2020-11-08,4.63,3.2,5.87,3.97,5.07
VL,2020-11-09,3.95,2.77,5.01,3.43,4.3500000000000005
VL,2020-11-10,3.0500000000000003,1.99,4.0,2.5500000000000003,3.38
VL,2020-11-11,2.4,1.3900000000000001,3.2800000000000002,1.93,2.71
VL,2020-11-12,1.75,0.81,2.63,1.32,2.07
VL,2020-11-13,1.24,0.3,2.06,0.79,1.53
VL,2020-11-14,0.91,0.04,1.6600000000000001,0.5,1.21
VL,2020-11-15,0.27,0.0,1.1400000000000001,0.0,0.51
VL,2020-11-16,0.17,0.0,1.11,0.0,0.47000000000000003
VL,2020-11-17,0.3,0.0,1.23,0.0,0.55
VL,2020-11-18,0.15,0.0,1.18,0.0,0.5
VN,2020-11-04,0.0,0.0,10.81,0.0,6.01
VN,2020-11-05,7.13,3.47,10.17,5.55,8.31
VN,2020-11-06,5.99,3.86,7.87,5.12,6.76
VN,2020-11-08,4.9,3.36,6.33,4.22,5.44
VN,2020-11-09,3.66,2.33,4.86,3.0700000000000003,4.11
VN,2020-11-10,2.79,1.53,3.87,2.24,3.2
VN,2020-11-11,2.13,0.93,3.17,1.61,2.5300000000000002
VN,2020-11-12,1.6500000000000001,0.48,2.64,1.11,2.0100000000000002
VN,2020-11-13,1.3900000000000001,0.29,2.36,0.85,1.73
VN,2020-11-14,1.11,0.09,2.0100000000000002,0.62,1.46
VN,2020-11-15,0.58,0.0,1.51,0.11,0.8200000000000001
VN,2020-11-16,0.41000000000000003,0.0,1.4000000000000001,0.01,0.65
VN,2020-11-17,0.13,0.0,1.25,0.0,0.53
VN,2020-11-18,0.0,0.0,1.1300000000000001,0.0,0.44
VS,2020-11-04,0.0,0.0,10.81,0.0,6.01
VS,2020-11-05,9.23,6.21,11.48,7.91,10.18
VS,2020-11-06,6.82,5.05,8.43,6.01,7.4
VS,2020-11-08,4.83,3.49,6.05,4.26,5.3100000000000005
VS,2020-11-09,3.5,2.32,4.57,2.93,3.86
VS,2020-11-10,2.49,1.3900000000000001,3.5100000000000002,2.02,2.89
VS,2020-11-11,1.67,0.61,2.67,1.1400000000000001,2.0
VS,2020-11-12,1.37,0.31,2.31,0.91,1.75
VS,2020-11-13,1.04,0.04,1.8800000000000001,0.54,1.35
VS,2020-11-14,1.11,0.13,2.0,0.66,1.47
VS,2020-11-15,0.78,0.0,1.6300000000000001,0.34,1.09
VS,2020-11-16,0.5700000000000001,0.0,1.47,0.12,0.81
VS,2020-11-17,0.25,0.0,1.26,0.0,0.55
VS,2020-11-18,0.13,0.0,1.22,0.0,0.51
