state,date,ML,Low_90,High_90,Low_50,High_50
Romania_CODE,2021-02-18,1.37,1.16,1.57,1.27,1.44
Romania_CODE,2021-02-19,1.04,0.8200000000000001,1.23,0.93,1.1
Romania_CODE,2021-02-20,0.87,0.64,1.06,0.78,0.9500000000000001
Romania_CODE,2021-02-21,0.9500000000000001,0.72,1.1400000000000001,0.81,0.99
Romania_CODE,2021-02-22,1.26,1.05,1.46,1.1500000000000001,1.32
Romania_CODE,2021-02-23,1.56,1.34,1.74,1.44,1.61
Romania_CODE,2021-02-24,1.6,1.4000000000000001,1.78,1.49,1.6500000000000001
Romania_CODE,2021-02-25,1.4000000000000001,1.2,1.57,1.28,1.44
Romania_CODE,2021-02-26,1.05,0.85,1.22,0.93,1.09
Romania_CODE,2021-02-27,0.81,0.6,0.98,0.6900000000000001,0.85
Romania_CODE,2021-02-28,0.89,0.68,1.06,0.78,0.9400000000000001
Romania_CODE,2021-03-01,1.11,0.9,1.28,1.0,1.16
Romania_CODE,2021-03-02,1.42,1.21,1.58,1.33,1.48
Romania_CODE,2021-03-03,1.51,1.31,1.67,1.41,1.56
Romania_CODE,2021-03-04,1.33,1.1400000000000001,1.49,1.22,1.37
Romania_CODE,2021-03-05,0.98,0.78,1.1300000000000001,0.87,1.02
Romania_CODE,2021-03-06,0.81,0.63,0.98,0.71,0.86
Romania_CODE,2021-03-07,0.85,0.65,1.01,0.75,0.9
Romania_CODE,2021-03-08,1.16,0.98,1.33,1.06,1.21
Romania_CODE,2021-03-09,1.43,1.25,1.59,1.35,1.49
Romania_CODE,2021-03-10,1.53,1.35,1.68,1.43,1.57
Romania_CODE,2021-03-11,1.41,1.24,1.56,1.3,1.44
Romania_CODE,2021-03-12,1.08,0.9,1.22,1.01,1.1400000000000001
