date,state,cases
2020-04-29,GR,128
2020-04-29,GJ,44
2020-04-29,HR,20
2020-04-29,HD,492
2020-04-29,IL,165
2020-04-29,IS,243
2020-04-29,IF,260
2020-04-29,MM,72
2020-04-29,MH,59
2020-04-29,MS,423
2020-04-29,NT,461
2020-04-29,OT,38
2020-04-29,PH,68
2020-04-29,SM,55
2020-04-29,SJ,31
2020-04-29,SB,282
2020-04-29,SV,2733
2020-04-29,TR,96
2020-04-29,TM,449
2020-04-29,TL,44
2020-04-29,VS,112
2020-04-29,VL,25
2020-04-29,VN,252
2020-04-29,B,1255
2020-04-30,AB,195
2020-04-30,AR,565
2020-04-30,AG,140
2020-04-30,BC,226
2020-04-30,BH,456
2020-04-30,BN,185
2020-04-30,BT,456
2020-04-30,BV,457
2020-04-30,BR,23
2020-04-30,BZ,20
2020-04-30,CS,89
2020-04-30,CL,51
2020-04-30,CJ,349
2020-04-30,CT,233
2020-04-30,CV,188
2020-04-30,DB,99
2020-04-30,DJ,117
2020-04-30,GL,368
2020-04-30,GR,130
2020-04-30,GJ,47
2020-04-30,HR,22
2020-04-30,HD,513
2020-04-30,IL,180
2020-04-30,IS,255
2020-04-30,IF,265
2020-04-30,MM,72
2020-04-30,MH,62
2020-04-30,MS,434
2020-04-30,NT,484
2020-04-30,OT,45
2020-04-30,PH,68
2020-04-30,SM,55
2020-04-30,SJ,32
2020-04-30,SB,297
2020-04-30,SV,2765
2020-04-30,TR,101
2020-04-30,TM,451
2020-04-30,TL,47
2020-04-30,VS,116
2020-04-30,VL,26
2020-04-30,VN,261
2020-04-30,B,1275
2020-05-01,AB,204
2020-05-01,AR,574
2020-05-01,AG,143
2020-05-01,BC,249
2020-05-01,BH,459
2020-05-01,BN,187
2020-05-01,BT,456
2020-05-01,BV,470
2020-05-01,BR,23
2020-05-01,BZ,20
2020-05-01,CS,92
2020-05-01,CL,51
2020-05-01,CJ,367
2020-05-01,CT,235
2020-05-01,CV,189
2020-05-01,DB,99
2020-05-01,DJ,123
2020-05-01,GL,393
2020-05-01,GR,134
2020-05-01,GJ,55
2020-05-01,HR,23
2020-05-01,HD,515
2020-05-01,IL,188
2020-05-01,IS,266
2020-05-01,IF,274
2020-05-01,MM,75
2020-05-01,MH,62
2020-05-01,MS,446
2020-05-01,NT,507
2020-05-01,OT,45
2020-05-01,PH,70
2020-05-01,SM,55
2020-05-01,SJ,34
2020-05-01,SB,307
2020-05-01,SV,2859
2020-05-01,TR,101
2020-05-01,TM,454
2020-05-01,TL,50
2020-05-01,VS,116
2020-05-01,VL,26
2020-05-01,VN,261
2020-05-01,B,1298
2020-05-02,AB,206
2020-05-02,AR,576
2020-05-02,AG,143
2020-05-02,BC,250
2020-05-02,BH,460
2020-05-02,BN,203
2020-05-02,BT,458
2020-05-02,BV,473
2020-05-02,BR,23
2020-05-02,BZ,20
2020-05-02,CS,94
2020-05-02,CL,51
2020-05-02,CJ,399
2020-05-02,CT,238
2020-05-02,CV,189
2020-05-02,DB,103
2020-05-02,DJ,127
2020-05-02,GL,396
2020-05-02,GR,134
2020-05-02,GJ,59
2020-05-02,HR,23
2020-05-02,HD,517
2020-05-02,IL,191
2020-05-02,IS,267
2020-05-02,IF,274
2020-05-02,MM,75
2020-05-02,MH,65
2020-05-02,MS,447
2020-05-02,NT,512
2020-05-02,OT,45
2020-05-02,PH,72
2020-05-02,SM,55
2020-05-02,SJ,34
2020-05-02,SB,334
2020-05-02,SV,2881
2020-05-02,TR,102
2020-05-02,TM,466
2020-05-02,TL,53
2020-05-02,VS,116
2020-05-02,VL,26
2020-05-02,VN,261
2020-05-02,B,1305
2020-05-03,AB,208
2020-05-03,AR,606
2020-05-03,AG,154
2020-05-03,BC,266
2020-05-03,BH,467
2020-05-03,BN,215
2020-05-03,BT,483
2020-05-03,BV,489
2020-05-03,BR,25
2020-05-03,BZ,21
2020-05-03,CS,102
2020-05-03,CL,53
2020-05-03,CJ,407
2020-05-03,CT,243
2020-05-03,CV,196
2020-05-03,DB,110
2020-05-03,DJ,128
2020-05-03,GL,422
2020-05-03,GR,134
2020-05-03,GJ,65
2020-05-03,HR,23
2020-05-03,HD,527
2020-05-03,IL,214
2020-05-03,IS,276
2020-05-03,IF,281
2020-05-03,MM,75
2020-05-03,MH,67
2020-05-03,MS,487
2020-05-03,NT,520
2020-05-03,OT,45
2020-05-03,PH,73
2020-05-03,SM,55
2020-05-03,SJ,40
2020-05-03,SB,352
2020-05-03,SV,2899
2020-05-03,TR,105
2020-05-03,TM,479
2020-05-03,TL,54
2020-05-03,VS,116
2020-05-03,VL,26
2020-05-03,VN,287
2020-05-03,B,1354
2020-05-04,AB,211
2020-05-04,AR,614
2020-05-04,AG,156
2020-05-04,BC,272
2020-05-04,BH,471
2020-05-04,BN,221
2020-05-04,BT,517
2020-05-04,BV,492
2020-05-04,BR,25
2020-05-04,BZ,41
2020-05-04,CS,106
2020-05-04,CL,59
2020-05-04,CJ,428
2020-05-04,CT,250
2020-05-04,CV,196
2020-05-04,DB,113
2020-05-04,DJ,128
2020-05-04,GL,422
2020-05-04,GR,140
2020-05-04,GJ,66
2020-05-04,HR,23
2020-05-04,HD,534
2020-05-04,IL,217
2020-05-04,IS,283
2020-05-04,IF,300
2020-05-04,MM,75
2020-05-04,MH,70
2020-05-04,MS,510
2020-05-04,NT,521
2020-05-04,OT,49
2020-05-04,PH,73
2020-05-04,SM,55
2020-05-04,SJ,40
2020-05-04,SB,368
2020-05-04,SV,2964
2020-05-04,TR,105
2020-05-04,TM,479
2020-05-04,TL,55
2020-05-04,VS,117
2020-05-04,VL,26
2020-05-04,VN,347
2020-05-04,B,1369
2020-05-05,AB,211
2020-05-05,AR,619
2020-05-05,AG,160
2020-05-05,BC,330
2020-05-05,BH,472
2020-05-05,BN,234
2020-05-05,BT,534
2020-05-05,BV,504
2020-05-05,BR,25
2020-05-05,BZ,43
2020-05-05,CS,109
2020-05-05,CL,61
2020-05-05,CJ,428
2020-05-05,CT,250
2020-05-05,CV,196
2020-05-05,DB,122
2020-05-05,DJ,129
2020-05-05,GL,426
2020-05-05,GR,146
2020-05-05,GJ,70
2020-05-05,HR,23
2020-05-05,HD,541
2020-05-05,IL,244
2020-05-05,IS,294
2020-05-05,IF,304
2020-05-05,MM,76
2020-05-05,MH,72
2020-05-05,MS,527
2020-05-05,NT,534
2020-05-05,OT,49
2020-05-05,PH,73
2020-05-05,SM,55
2020-05-05,SJ,43
2020-05-05,SB,371
2020-05-05,SV,3010
2020-05-05,TR,109
2020-05-05,TM,479
2020-05-05,TL,57
2020-05-05,VS,117
2020-05-05,VL,26
2020-05-05,VN,380
2020-05-05,B,1376
2020-05-06,AB,214
2020-05-06,AR,625
2020-05-06,AG,161
2020-05-06,BC,349
2020-05-06,BH,478
2020-05-06,BN,239
2020-05-06,BT,545
2020-05-06,BV,519
2020-05-06,BR,25
2020-05-06,BZ,48
2020-05-06,CS,109
2020-05-06,CL,62
2020-05-06,CJ,447
2020-05-06,CT,250
2020-05-06,CV,205
2020-05-06,DB,122
2020-05-06,DJ,132
2020-05-06,GL,431
2020-05-06,GR,148
2020-05-06,GJ,70
2020-05-06,HR,23
2020-05-06,HD,546
2020-05-06,IL,266
2020-05-06,IS,305
2020-05-06,IF,324
2020-05-06,MM,76
2020-05-06,MH,73
2020-05-06,MS,535
2020-05-06,NT,548
2020-05-06,OT,49
2020-05-06,PH,73
2020-05-06,SM,55
2020-05-06,SJ,45
2020-05-06,SB,373
2020-05-06,SV,3035
2020-05-06,TR,109
2020-05-06,TM,479
2020-05-06,TL,62
2020-05-06,VS,119
2020-05-06,VL,26
2020-05-06,VN,387
2020-05-06,B,1410
2020-05-07,AB,223
2020-05-07,AR,655
2020-05-07,AG,164
2020-05-07,BC,349
2020-05-07,BH,478
2020-05-07,BN,247
2020-05-07,BT,560
2020-05-07,BV,532
2020-05-07,BR,25
2020-05-07,BZ,54
2020-05-07,CS,109
2020-05-07,CL,62
2020-05-07,CJ,455
2020-05-07,CT,250
2020-05-07,CV,209
2020-05-07,DB,126
2020-05-07,DJ,135
2020-05-07,GL,441
2020-05-07,GR,148
2020-05-07,GJ,74
2020-05-07,HR,23
2020-05-07,HD,556
2020-05-07,IL,274
2020-05-07,IS,307
2020-05-07,IF,336
2020-05-07,MM,76
2020-05-07,MH,75
2020-05-07,MS,573
2020-05-07,NT,617
2020-05-07,OT,49
2020-05-07,PH,73
2020-05-07,SM,55
2020-05-07,SJ,45
2020-05-07,SB,387
2020-05-07,SV,3111
2020-05-07,TR,109
2020-05-07,TM,479
2020-05-07,TL,65
2020-05-07,VS,130
2020-05-07,VL,26
2020-05-07,VN,397
2020-05-07,B,1429
2020-05-08,AB,225
2020-05-08,AR,664
2020-05-08,AG,164
2020-05-08,BC,353
2020-05-08,BH,481
2020-05-08,BN,257
2020-05-08,BT,577
2020-05-08,BV,539
2020-05-08,BR,25
2020-05-08,BZ,61
2020-05-08,CS,109
2020-05-08,CL,62
2020-05-08,CJ,460
2020-05-08,CT,250
2020-05-08,CV,211
2020-05-08,DB,130
2020-05-08,DJ,138
2020-05-08,GL,444
2020-05-08,GR,156
2020-05-08,GJ,77
2020-05-08,HR,23
2020-05-08,HD,557
2020-05-08,IL,276
2020-05-08,IS,321
2020-05-08,IF,375
2020-05-08,MM,76
2020-05-08,MH,76
2020-05-08,MS,595
2020-05-08,NT,635
2020-05-08,OT,49
2020-05-08,PH,73
2020-05-08,SM,55
2020-05-08,SJ,45
2020-05-08,SB,400
2020-05-08,SV,3165
2020-05-08,TR,109
2020-05-08,TM,479
2020-05-08,TL,78
2020-05-08,VS,132
2020-05-08,VL,26
2020-05-08,VN,420
2020-05-08,B,1445
2020-05-09,AB,230
2020-05-09,AR,675
2020-05-09,AG,167
2020-05-09,BC,360
2020-05-09,BH,483
2020-05-09,BN,260
2020-05-09,BT,577
2020-05-09,BV,557
2020-05-09,BR,25
2020-05-09,BZ,63
2020-05-09,CS,109
2020-05-09,CL,62
2020-05-09,CJ,460
2020-05-09,CT,250
2020-05-09,CV,214
2020-05-09,DB,140
2020-05-09,DJ,139
2020-05-09,GL,502
2020-05-09,GR,168
2020-05-09,GJ,78
2020-05-09,HR,24
2020-05-09,HD,558
2020-05-09,IL,281
2020-05-09,IS,322
2020-05-09,IF,375
2020-05-09,MM,76
2020-05-09,MH,77
2020-05-09,MS,597
2020-05-09,NT,708
2020-05-09,OT,53
2020-05-09,PH,75
2020-05-09,SM,55
2020-05-09,SJ,48
2020-05-09,SB,403
2020-05-09,SV,3189
2020-05-09,TR,109
2020-05-09,TM,479
2020-05-09,TL,81
2020-05-09,VS,132
2020-05-09,VL,26
2020-05-09,VN,451
2020-05-09,B,1489
2020-05-10,AB,237
2020-05-10,AR,678
2020-05-10,AG,173
2020-05-10,BC,371
2020-05-10,BH,484
2020-05-10,BN,262
2020-05-10,BT,586
2020-05-10,BV,574
2020-05-10,BR,25
2020-05-10,BZ,65
2020-05-10,CS,109
2020-05-10,CL,62
2020-05-10,CJ,463
2020-05-10,CT,252
2020-05-10,CV,219
2020-05-10,DB,147
2020-05-10,DJ,140
2020-05-10,GL,513
2020-05-10,GR,196
2020-05-10,GJ,78
2020-05-10,HR,24
2020-05-10,HD,565
2020-05-10,IL,289
2020-05-10,IS,322
2020-05-10,IF,375
2020-05-10,MM,76
2020-05-10,MH,80
2020-05-10,MS,598
2020-05-10,NT,761
2020-05-10,OT,53
2020-05-10,PH,76
2020-05-10,SM,55
2020-05-10,SJ,50
2020-05-10,SB,406
2020-05-10,SV,3213
2020-05-10,TR,109
2020-05-10,TM,479
2020-05-10,TL,86
2020-05-10,VS,133
2020-05-10,VL,27
2020-05-10,VN,452
2020-05-10,B,1508
2020-05-11,AB,237
2020-05-11,AR,679
2020-05-11,AG,179
2020-05-11,BC,384
2020-05-11,BH,485
2020-05-11,BN,266
2020-05-11,BT,593
2020-05-11,BV,577
2020-05-11,BR,25
2020-05-11,BZ,66
2020-05-11,CS,109
2020-05-11,CL,63
2020-05-11,CJ,514
2020-05-11,CT,252
2020-05-11,CV,221
2020-05-11,DB,148
2020-05-11,DJ,145
2020-05-11,GL,514
2020-05-11,GR,201
2020-05-11,GJ,78
2020-05-11,HR,24
2020-05-11,HD,565
2020-05-11,IL,289
2020-05-11,IS,322
2020-05-11,IF,375
2020-05-11,MM,76
2020-05-11,MH,82
2020-05-11,MS,602
2020-05-11,NT,761
2020-05-11,OT,53
2020-05-11,PH,76
2020-05-11,SM,55
2020-05-11,SJ,50
2020-05-11,SB,416
2020-05-11,SV,3272
2020-05-11,TR,109
2020-05-11,TM,479
2020-05-11,TL,88
2020-05-11,VS,133
2020-05-11,VL,27
2020-05-11,VN,462
2020-05-11,B,1519
2020-05-12,AB,250
2020-05-12,AR,680
2020-05-12,AG,181
2020-05-12,BC,388
2020-05-12,BH,489
2020-05-12,BN,272
2020-05-12,BT,622
2020-05-12,BV,578
2020-05-12,BR,25
2020-05-12,BZ,83
2020-05-12,CS,109
2020-05-12,CL,64
2020-05-12,CJ,514
2020-05-12,CT,252
2020-05-12,CV,222
2020-05-12,DB,152
2020-05-12,DJ,150
2020-05-12,GL,519
2020-05-12,GR,205
2020-05-12,GJ,82
2020-05-12,HR,24
2020-05-12,HD,568
2020-05-12,IL,296
2020-05-12,IS,325
2020-05-12,IF,379
2020-05-12,MM,76
2020-05-12,MH,82
2020-05-12,MS,608
2020-05-12,NT,773
2020-05-12,OT,53
2020-05-12,PH,78
2020-05-12,SM,55
2020-05-12,SJ,51
2020-05-12,SB,424
2020-05-12,SV,3283
2020-05-12,TR,109
2020-05-12,TM,479
2020-05-12,TL,90
2020-05-12,VS,135
2020-05-12,VL,27
2020-05-12,VN,465
2020-05-12,B,1528
2020-05-13,AB,250
2020-05-13,AR,680
2020-05-13,AG,188
2020-05-13,BC,394
2020-05-13,BH,489
2020-05-13,BN,276
2020-05-13,BT,632
2020-05-13,BV,594
2020-05-13,BR,25
2020-05-13,BZ,95
2020-05-13,CS,110
2020-05-13,CL,65
2020-05-13,CJ,516
2020-05-13,CT,252
2020-05-13,CV,225
2020-05-13,DB,156
2020-05-13,DJ,152
2020-05-13,GL,522
2020-05-13,GR,209
2020-05-13,GJ,84
2020-05-13,HR,24
2020-05-13,HD,589
2020-05-13,IL,297
2020-05-13,IS,326
2020-05-13,IF,385
2020-05-13,MM,76
2020-05-13,MH,85
2020-05-13,MS,621
2020-05-13,NT,785
2020-05-13,OT,53
2020-05-13,PH,79
2020-05-13,SM,55
2020-05-13,SJ,52
2020-05-13,SB,437
2020-05-13,SV,3317
2020-05-13,TR,109
2020-05-13,TM,479
2020-05-13,TL,93
2020-05-13,VS,144
2020-05-13,VL,27
2020-05-13,VN,467
2020-05-13,B,1555
2020-05-14,AB,250
2020-05-14,AR,688
2020-05-14,AG,190
2020-05-14,BC,414
2020-05-14,BH,491
2020-05-14,BN,280
2020-05-14,BT,640
2020-05-14,BV,597
2020-05-14,BR,25
2020-05-14,BZ,97
2020-05-14,CS,110
2020-05-14,CL,67
2020-05-14,CJ,518
2020-05-14,CT,253
2020-05-14,CV,226
2020-05-14,DB,157
2020-05-14,DJ,153
2020-05-14,GL,522
2020-05-14,GR,209
2020-05-14,GJ,89
2020-05-14,HR,25
2020-05-14,HD,595
2020-05-14,IL,312
2020-05-14,IS,341
2020-05-14,IF,393
2020-05-14,MM,80
2020-05-14,MH,86
2020-05-14,MS,638
2020-05-14,NT,805
2020-05-14,OT,53
2020-05-14,PH,79
2020-05-14,SM,55
2020-05-14,SJ,52
2020-05-14,SB,440
2020-05-14,SV,3370
2020-05-14,TR,109
2020-05-14,TM,486
2020-05-14,TL,96
2020-05-14,VS,146
2020-05-14,VL,27
2020-05-14,VN,475
2020-05-14,B,1574
2020-05-15,AB,256
2020-05-15,AR,691
2020-05-15,AG,193
2020-05-15,BC,418
2020-05-15,BH,492
2020-05-15,BN,292
2020-05-15,BT,646
2020-05-15,BV,604
2020-05-15,BR,25
2020-05-15,BZ,97
2020-05-15,CS,110
2020-05-15,CL,69
2020-05-15,CJ,518
2020-05-15,CT,256
2020-05-15,CV,228
2020-05-15,DB,170
2020-05-15,DJ,154
2020-05-15,GL,529
2020-05-15,GR,209
2020-05-15,GJ,89
2020-05-15,HR,36
2020-05-15,HD,598
2020-05-15,IL,319
2020-05-15,IS,342
2020-05-15,IF,404
2020-05-15,MM,80
2020-05-15,MH,89
2020-05-15,MS,641
2020-05-15,NT,824
2020-05-15,OT,53
2020-05-15,PH,79
2020-05-15,SM,56
2020-05-15,SJ,55
2020-05-15,SB,442
2020-05-15,SV,3386
2020-05-15,TR,113
2020-05-15,TM,488
2020-05-15,TL,96
2020-05-15,VS,146
2020-05-15,VL,27
2020-05-15,VN,501
2020-05-15,B,1591
2020-05-16,AB,265
2020-05-16,AR,691
2020-05-16,AG,199
2020-05-16,BC,427
2020-05-16,BH,501
2020-05-16,BN,300
2020-05-16,BT,655
2020-05-16,BV,613
2020-05-16,BR,25
2020-05-16,BZ,104
2020-05-16,CS,110
2020-05-16,CL,69
2020-05-16,CJ,526
2020-05-16,CT,257
2020-05-16,CV,228
2020-05-16,DB,194
2020-05-16,DJ,162
2020-05-16,GL,530
2020-05-16,GR,209
2020-05-16,GJ,89
2020-05-16,HR,54
2020-05-16,HD,607
2020-05-16,IL,319
2020-05-16,IS,358
2020-05-16,IF,408
2020-05-16,MM,81
2020-05-16,MH,91
2020-05-16,MS,646
2020-05-16,NT,834
2020-05-16,OT,53
2020-05-16,PH,79
2020-05-16,SM,56
2020-05-16,SJ,72
2020-05-16,SB,445
2020-05-16,SV,3408
2020-05-16,TR,113
2020-05-16,TM,491
2020-05-16,TL,98
2020-05-16,VS,146
2020-05-16,VL,27
2020-05-16,VN,507
2020-05-16,B,1627
2020-05-17,AB,265
2020-05-17,AR,696
2020-05-17,AG,210
2020-05-17,BC,431
2020-05-17,BH,501
2020-05-17,BN,301
2020-05-17,BT,659
2020-05-17,BV,616
2020-05-17,BR,25
2020-05-17,BZ,105
2020-05-17,CS,110
2020-05-17,CL,73
2020-05-17,CJ,526
2020-05-17,CT,258
2020-05-17,CV,228
2020-05-17,DB,228
2020-05-17,DJ,165
2020-05-17,GL,537
2020-05-17,GR,209
2020-05-17,GJ,90
2020-05-17,HR,63
2020-05-17,HD,616
2020-05-17,IL,321
2020-05-17,IS,366
2020-05-17,IF,416
2020-05-17,MM,81
2020-05-17,MH,92
2020-05-17,MS,652
2020-05-17,NT,834
2020-05-17,OT,53
2020-05-17,PH,79
2020-05-17,SM,57
2020-05-17,SJ,75
2020-05-17,SB,451
2020-05-17,SV,3421
2020-05-17,TR,114
2020-05-17,TM,494
2020-05-17,TL,108
2020-05-17,VS,146
2020-05-17,VL,27
2020-05-17,VN,507
2020-05-17,B,1636
2020-05-18,AB,267
2020-05-18,AR,696
2020-05-18,AG,214
2020-05-18,BC,445
2020-05-18,BH,508
2020-05-18,BN,301
2020-05-18,BT,664
2020-05-18,BV,627
2020-05-18,BR,25
2020-05-18,BZ,122
2020-05-18,CS,110
2020-05-18,CL,74
2020-05-18,CJ,526
2020-05-18,CT,260
2020-05-18,CV,228
2020-05-18,DB,236
2020-05-18,DJ,166
2020-05-18,GL,542
2020-05-18,GR,209
2020-05-18,GJ,94
2020-05-18,HR,65
2020-05-18,HD,616
2020-05-18,IL,332
2020-05-18,IS,367
2020-05-18,IF,426
2020-05-18,MM,82
2020-05-18,MH,92
2020-05-18,MS,655
2020-05-18,NT,834
2020-05-18,OT,53
2020-05-18,PH,80
2020-05-18,SM,57
2020-05-18,SJ,75
2020-05-18,SB,457
2020-05-18,SV,3448
2020-05-18,TR,116
2020-05-18,TM,494
2020-05-18,TL,108
2020-05-18,VS,150
2020-05-18,VL,27
2020-05-18,VN,515
2020-05-18,B,1644
2020-05-19,AB,271
2020-05-19,AR,696
2020-05-19,AG,219
2020-05-19,BC,453
2020-05-19,BH,517
2020-05-19,BN,305
2020-05-19,BT,676
2020-05-19,BV,630
2020-05-19,BR,25
2020-05-19,BZ,141
2020-05-19,CS,110
2020-05-19,CL,75
2020-05-19,CJ,527
2020-05-19,CT,261
2020-05-19,CV,229
2020-05-19,DB,238
2020-05-19,DJ,169
2020-05-19,GL,546
2020-05-19,GR,209
2020-05-19,GJ,95
2020-05-19,HR,68
2020-05-19,HD,617
2020-05-19,IL,336
2020-05-19,IS,369
2020-05-19,IF,427
2020-05-19,MM,84
2020-05-19,MH,96
2020-05-19,MS,657
2020-05-19,NT,834
2020-05-19,OT,53
2020-05-19,PH,82
2020-05-19,SM,58
2020-05-19,SJ,77
2020-05-19,SB,459
2020-05-19,SV,3478
2020-05-19,TR,118
2020-05-19,TM,494
2020-05-19,TL,114
2020-05-19,VS,150
2020-05-19,VL,27
2020-05-19,VN,515
2020-05-19,B,1659
2020-05-20,AB,274
2020-05-20,AR,697
2020-05-20,AG,223
2020-05-20,BC,453
2020-05-20,BH,518
2020-05-20,BN,309
2020-05-20,BT,691
2020-05-20,BV,646
2020-05-20,BR,25
2020-05-20,BZ,148
2020-05-20,CS,110
2020-05-20,CL,77
2020-05-20,CJ,532
2020-05-20,CT,265
2020-05-20,CV,229
2020-05-20,DB,240
2020-05-20,DJ,172
2020-05-20,GL,548
2020-05-20,GR,210
2020-05-20,GJ,96
2020-05-20,HR,90
2020-05-20,HD,617
2020-05-20,IL,336
2020-05-20,IS,388
2020-05-20,IF,434
2020-05-20,MM,85
2020-05-20,MH,97
2020-05-20,MS,659
2020-05-20,NT,841
2020-05-20,OT,53
2020-05-20,PH,83
2020-05-20,SM,58
2020-05-20,SJ,77
2020-05-20,SB,470
2020-05-20,SV,3478
2020-05-20,TR,118
2020-05-20,TM,494
2020-05-20,TL,128
2020-05-20,VS,150
2020-05-20,VL,28
2020-05-20,VN,546
2020-05-20,B,1674
2020-05-21,AB,276
2020-05-21,AR,697
2020-05-21,AG,226
2020-05-21,BC,465
2020-05-21,BH,527
2020-05-21,BN,312
2020-05-21,BT,694
2020-05-21,BV,662
2020-05-21,BR,25
2020-05-21,BZ,151
2020-05-21,CS,111
2020-05-21,CL,77
2020-05-21,CJ,538
2020-05-21,CT,265
2020-05-21,CV,229
2020-05-21,DB,244
2020-05-21,DJ,178
2020-05-21,GL,557
2020-05-21,GR,210
2020-05-21,GJ,100
2020-05-21,HR,100
2020-05-21,HD,619
2020-05-21,IL,342
2020-05-21,IS,428
2020-05-21,IF,435
2020-05-21,MM,85
2020-05-21,MH,101
2020-05-21,MS,660
2020-05-21,NT,845
2020-05-21,OT,65
2020-05-21,PH,89
2020-05-21,SM,60
2020-05-21,SJ,78
2020-05-21,SB,470
2020-05-21,SV,3478
2020-05-21,TR,119
2020-05-21,TM,494
2020-05-21,TL,135
2020-05-21,VS,150
2020-05-21,VL,28
2020-05-21,VN,552
2020-05-21,B,1687
2020-05-22,AB,281
2020-05-22,AR,697
2020-05-22,AG,229
2020-05-22,BC,478
2020-05-22,BH,537
2020-05-22,BN,315
2020-05-22,BT,697
2020-05-22,BV,670
2020-05-22,BR,25
2020-05-22,BZ,153
2020-05-22,CS,112
2020-05-22,CL,78
2020-05-22,CJ,538
2020-05-22,CT,266
2020-05-22,CV,229
2020-05-22,DB,247
2020-05-22,DJ,183
2020-05-22,GL,559
2020-05-22,GR,210
2020-05-22,GJ,103
2020-05-22,HR,100
2020-05-22,HD,620
2020-05-22,IL,346
2020-05-22,IS,430
2020-05-22,IF,441
2020-05-22,MM,90
2020-05-22,MH,101
2020-05-22,MS,660
2020-05-22,NT,859
2020-05-22,OT,67
2020-05-22,PH,94
2020-05-22,SM,60
2020-05-22,SJ,80
2020-05-22,SB,475
2020-05-22,SV,3478
2020-05-22,TR,124
2020-05-22,TM,496
2020-05-22,TL,135
2020-05-22,VS,155
2020-05-22,VL,28
2020-05-22,VN,562
2020-05-22,B,1701
2020-05-23,AB,288
2020-05-23,AR,697
2020-05-23,AG,232
2020-05-23,BC,486
2020-05-23,BH,546
2020-05-23,BN,316
2020-05-23,BT,704
2020-05-23,BV,677
2020-05-23,BR,25
2020-05-23,BZ,158
2020-05-23,CS,112
2020-05-23,CL,79
2020-05-23,CJ,538
2020-05-23,CT,267
2020-05-23,CV,229
2020-05-23,DB,252
2020-05-23,DJ,191
2020-05-23,GL,566
2020-05-23,GR,211
2020-05-23,GJ,113
2020-05-23,HR,105
2020-05-23,HD,622
2020-05-23,IL,347
2020-05-23,IS,456
2020-05-23,IF,447
2020-05-23,MM,92
2020-05-23,MH,104
2020-05-23,MS,660
2020-05-23,NT,864
2020-05-23,OT,67
2020-05-23,PH,96
2020-05-23,SM,61
2020-05-23,SJ,85
2020-05-23,SB,479
2020-05-23,SV,3478
2020-05-23,TR,128
2020-05-23,TM,498
2020-05-23,TL,139
2020-05-23,VS,155
2020-05-23,VL,28
2020-05-23,VN,564
2020-05-23,B,1728
2020-05-24,AB,318
2020-05-24,AR,697
2020-05-24,AG,235
2020-05-24,BC,490
2020-05-24,BH,546
2020-05-24,BN,320
2020-05-24,BT,710
2020-05-24,BV,685
2020-05-24,BR,25
2020-05-24,BZ,158
2020-05-24,CS,112
2020-05-24,CL,80
2020-05-24,CJ,538
2020-05-24,CT,269
2020-05-24,CV,230
2020-05-24,DB,258
2020-05-24,DJ,195
2020-05-24,GL,571
2020-05-24,GR,211
2020-05-24,GJ,117
2020-05-24,HR,115
2020-05-24,HD,626
2020-05-24,IL,352
2020-05-24,IS,477
2020-05-24,IF,451
2020-05-24,MM,94
2020-05-24,MH,105
2020-05-24,MS,661
2020-05-24,NT,871
2020-05-24,OT,75
2020-05-24,PH,96
2020-05-24,SM,61
2020-05-24,SJ,85
2020-05-24,SB,483
2020-05-24,SV,3478
2020-05-24,TR,130
2020-05-24,TM,498
2020-05-24,TL,141
2020-05-24,VS,157
2020-05-24,VL,28
2020-05-24,VN,570
2020-05-24,B,1758
2020-05-25,AB,338
2020-05-25,AR,697
2020-05-25,AG,236
2020-05-25,BC,491
2020-05-25,BH,549
2020-05-25,BN,320
2020-05-25,BT,715
2020-05-25,BV,685
2020-05-25,BR,25
2020-05-25,BZ,160
2020-05-25,CS,112
2020-05-25,CL,82
2020-05-25,CJ,542
2020-05-25,CT,270
2020-05-25,CV,230
2020-05-25,DB,261
2020-05-25,DJ,204
2020-05-25,GL,572
2020-05-25,GR,212
2020-05-25,GJ,120
2020-05-25,HR,117
2020-05-25,HD,626
2020-05-25,IL,352
2020-05-25,IS,496
2020-05-25,IF,506
2020-05-25,MM,96
2020-05-25,MH,107
2020-05-25,MS,661
2020-05-25,NT,871
2020-05-25,OT,76
2020-05-25,PH,96
2020-05-25,SM,61
2020-05-25,SJ,85
2020-05-25,SB,485
2020-05-25,SV,3478
2020-05-25,TR,131
2020-05-25,TM,498
2020-05-25,TL,141
2020-05-25,VS,157
2020-05-25,VL,28
2020-05-25,VN,571
2020-05-25,B,1815
2020-05-26,AB,350
2020-05-26,AR,697
2020-05-26,AG,238
2020-05-26,BC,494
2020-05-26,BH,553
2020-05-26,BN,322
2020-05-26,BT,726
2020-05-26,BV,697
2020-05-26,BR,25
2020-05-26,BZ,164
2020-05-26,CS,112
2020-05-26,CL,87
2020-05-26,CJ,542
2020-05-26,CT,276
2020-05-26,CV,230
2020-05-26,DB,268
2020-05-26,DJ,207
2020-05-26,GL,574
2020-05-26,GR,212
2020-05-26,GJ,123
2020-05-26,HR,120
2020-05-26,HD,627
2020-05-26,IL,354
2020-05-26,IS,514
2020-05-26,IF,508
2020-05-26,MM,96
2020-05-26,MH,107
2020-05-26,MS,666
2020-05-26,NT,873
2020-05-26,OT,76
2020-05-26,PH,100
2020-05-26,SM,61
2020-05-26,SJ,85
2020-05-26,SB,491
2020-05-26,SV,3478
2020-05-26,TR,134
